Plot_ID,lon,lat,climID
831501106,17.0135467086715,63.9668856940176,12031
831501306,16.9942080373304,63.9600966326337,12030
831502106,16.705312405397,64.2375781214434,12427
831502306,16.7270197561805,64.2347470203884,12427
831504106,16.8603388820116,64.1033875324806,12295
831504306,16.8449589683567,64.0937087845657,12162
831505106,18.7753032376624,64.2209966019508,12447
831505306,18.7620108422889,64.2061000063916,12447
831506106,18.6187661114172,64.3464826060605,12579
831506306,18.6144064091287,64.3435893632507,12579
831508106,15.7105134813638,64.5199356067233,12816
831508306,15.7144780529486,64.5026328414383,12816
831509106,15.6116785804765,64.6520759048632,12948
831509306,15.6306922907615,64.6360500119624,12948
831511106,16.4400456323883,64.510616871324,12823
831511306,16.4406714595513,64.5054948987309,12823
831512106,16.3070753559354,64.6452939707599,12955
831512306,16.3127981255838,64.632463261355,12955
831513106,16.2154740985405,64.7874404330845,13087
831514106,17.8021661306663,64.5060664274794,12837
831514306,17.8119182062633,64.4967475543772,12704
831516106,17.568588716113,64.7703310694854,13100
831516306,17.571142784492,64.7598085149641,13100
831517106,18.5226932701455,64.4855999484081,12711
831517306,18.5439420791098,64.4786924990629,12711
831518106,18.3882387073306,64.6278024419703,12975
831518306,18.4066434289067,64.6191142531939,12976
831519106,18.2883343543965,64.763991239054,13107
831519306,18.2948788029201,64.7577826893442,13107
831520106,15.2958824772852,64.9248048742257,13343
831521306,15.2071654166282,65.0416554598889,13476
831524106,16.0260279308903,64.9216840483106,13351
831524306,16.0511394106084,64.9084610730157,13351
831525106,15.875384596529,65.0506516112407,13482
831525306,15.8852705847036,65.0476232411953,13482
831526106,17.414565844886,64.9053360698678,13365
831526306,17.4286887930218,64.9008866958672,13365
831527306,17.3070878170009,65.031629766832,13497
831531106,18.0235142956903,65.0386971241772,13504
831531306,18.0239011617002,65.0293582391702,13504
831532106,19.3060231672257,65.1546460628954,13650
831532306,19.3005715115507,65.131575060922,13650
831533106,19.2232809578047,65.2821016134391,13782
831537106,16.7427959731439,65.5913592792231,14156
831538306,16.592656695434,65.7067733375748,14420
831539106,16.9142451160257,65.4509494555149,14025
831539306,16.9159180347366,65.437240587404,14025
831540106,18.9330097335962,65.5630327761421,14178
831540306,18.9095567167096,65.5529277709615,14178
831541106,18.7589451322745,65.6934655506573,14309
831542106,19.0748581927278,65.4219565411555,14046
831542306,19.0750580374798,65.4125595607925,14046
831546306,16.4819123271115,65.8510309434997,14552
831549106,17.9061248591491,65.8498923243689,14567
831549306,17.9034599193099,65.8280509441048,14567
831550306,17.7959017414885,65.9731670270894,14698
831551306,17.667725858268,66.1091364235643,14963
831553106,18.5148974579707,65.9748903102836,14706
831553306,18.5395636649627,65.963472699416,14706
831554106,18.4199513208186,66.1029815131598,14971
831555106,20.0825375536014,65.8041546684161,14588
831555306,20.0841888328995,65.7870084646612,14455
831556106,19.9953540800083,65.9415990174038,14720
831556306,19.9877440262697,65.9251979836972,14720
831557106,19.8765586285658,66.0828596177817,14852
831557306,19.8666794781133,66.0586112833245,14852
831564106,18.2837198353882,66.242267407246,15102
831564306,18.2888849650393,66.2287667821893,15102
831565106,18.1274025014438,66.3768986219843,15234
831565306,18.1418659723962,66.3694142558383,15234
831566106,19.7069980628169,66.219602819141,14987
831566306,19.7041092332704,66.2037571548761,14987
831567106,19.6161263720406,66.3474679599048,15243
831567306,19.6145342841553,66.3397919828962,15243
831568106,19.4928609812595,66.4854704295423,15243
831568306,19.4997696991552,66.4752476599318,15243
