,Plot_ID,lon,lat,climID
2647,863617105,16.67686195,61.41776967,8702
2648,863617305,16.67322242,61.41209456,8702
2649,863618105,15.92608517,61.68544613,8961
2650,863618305,15.91419971,61.67273283,8961
2651,863622105,17.06505915,61.72494941,9105
2652,863622305,17.04450806,61.71560387,9105
2653,863624105,14.77461903,61.85989465,9215
2654,863624305,14.76865849,61.8513927,9215
2655,863626105,15.55430472,61.8240688,9223
2656,863626305,15.55146655,61.81400797,9223
2657,863628105,16.29527613,61.77978534,9097
2658,863628305,16.30453087,61.771357,9098
2659,863630105,16.69176015,61.86653633,9234
2660,863630305,16.66646598,61.85557663,9234
2661,863631105,15.91717662,62.13206589,9626
2662,863631305,15.91396567,62.12032718,9626
2663,863638105,15.71358666,62.31478243,9890
2664,863638305,15.73944064,62.3062273,9890
2665,863639105,16.29730029,62.22194409,9762
2666,863639305,16.29618124,62.21154951,9762
2667,864502104,13.95080366,56.55078507,2158
2668,864504104,13.62860487,56.63907128,2288
2669,864504304,13.62862239,56.63139825,2288
2670,864509104,14.36521464,56.55853316,2162
2671,864509304,14.35337552,56.56013426,2162
2672,864512104,14.76376601,56.79372839,2432
2673,864512304,14.76354856,56.77885076,2432
2674,864514104,15.5863235,56.5652039,2174
2675,864514304,15.57729318,56.56633325,2174
2676,864516104,15.23957703,56.65290805,2304
2677,864516304,15.2393083,56.64652991,2304
2678,864522104,15.82691225,56.60907345,2310
2679,864522304,15.81430199,56.60829411,2310
2680,864526104,13.78266478,56.81896542,2555
2681,864530104,13.66588152,57.18467083,2953
2682,864530304,13.67442439,57.16834716,2953
2683,864532104,14.17514718,56.83269643,2559
2684,864532304,14.18986614,56.82425791,2559
2685,864534104,14.7457884,57.0188146,2831
2686,864534304,14.75383642,56.99974072,2698
2687,864536104,14.42808031,57.10046047,2961
2688,864536304,14.41731502,57.10066244,2961
2689,864538104,15.42217104,56.83397066,2572
2690,864538304,15.40849334,56.83610939,2572
2691,864540104,15.0702763,56.92255179,2701
2692,864540304,15.0924407,56.91747062,2701
2693,864542104,15.66331704,57.1125603,2973
2694,864542304,15.64883397,57.09826236,2840
2695,864544104,15.32294813,57.1905355,2970
2696,864544304,15.32505176,57.18514011,2970
2697,864546304,15.82641605,56.82479804,2576
2698,864550104,16.07235503,57.11252343,2977
2699,864554104,16.97697315,57.18951638,2986
2700,864559104,12.8207627,57.39025214,3211
2701,864559304,12.81832384,57.37500616,3211
2702,864561104,12.47805358,57.46728407,3340
2703,864562104,13.23526898,57.61671239,3614
2704,864562304,13.22893163,57.6186093,3614
2705,864565104,13.9005355,57.45510919,3355
2706,864567104,13.57064171,57.54136172,3484
2707,864567304,13.56048205,57.53378065,3484
2708,864569104,14.82765391,57.32576817,3231
2709,864571104,14.49268376,57.42024608,3360
2710,864571304,14.50193861,57.40816488,3361
2711,864574304,14.89430388,57.64109314,3630
2712,864577104,15.56567202,57.47191957,3371
2713,864577304,15.57971454,57.46055518,3371
2714,864579104,15.23885781,57.56112781,3501
2715,864579304,15.23247577,57.54318325,3501
2716,864581104,16.48279608,57.33484729,3247
2717,864581304,16.4898655,57.3178284,3247
2718,864583304,16.14558425,57.40881923,3377
2719,864585104,15.82233304,57.51810911,3507
2720,864585304,15.8145377,57.50992213,3507
2721,864589104,12.27205762,57.96170026,4003
2722,864589304,12.27882427,57.95027965,4003
2723,864591104,13.03169134,57.88776593,3878
2724,864593104,12.68959718,57.96529492,4007
2725,864593304,12.6861777,57.95985052,4007
2726,864598104,13.37322315,57.80352615,3881
2727,864603304,14.14879421,57.72031414,3756
2728,864605104,14.73730111,57.91194478,4028
2729,864615104,15.30722749,58.0906877,4167
2730,864615304,15.3259457,58.08996756,4167
2731,864617104,15.82870423,57.73989326,3773
2732,864621304,16.06354184,58.00030567,4174
2733,864623104,16.73398169,57.82501481,3915
2734,864623304,16.73498754,57.81756223,3915
2735,864626104,12.14279933,58.31248146,4534
2736,864626304,12.15431346,58.29861136,4401
2737,864635304,13.85223853,58.34684147,4551
2738,864639104,14.8111748,58.22564589,4428
2739,864639304,14.8008886,58.21402583,4428
2740,864651304,16.51201387,58.22141735,4445
2741,864653104,16.17206511,58.31770681,4574
2742,864653304,16.15309071,58.31586717,4574
2743,864655104,15.82850625,58.41405657,4704
2744,864655304,15.8291805,58.40632778,4704
2745,864657104,16.41535708,58.58458253,4843
2746,864659104,16.76846071,58.50095005,4846
2747,864659304,16.76486635,58.48643762,4713
2748,864662104,12.00439477,58.88626715,5198
2749,864662304,12.00497093,58.89224757,5198
2750,864668104,12.44200903,58.91163967,5335
2751,864668304,12.44561283,58.8936512,5202
2752,864677104,14.68529748,58.80397886,5224
2753,864677304,14.68997722,58.79546722,5091
2754,864679104,14.35399488,58.89783803,5221
2755,864681104,15.38518555,58.63886729,4965
2756,864681304,15.37992232,58.62373157,4965
2757,864684104,15.03377412,58.72233479,5095
2758,864684304,15.04719079,58.70977508,5095
2759,864685104,15.65184466,58.89920079,5234
2760,864685304,15.64278402,58.90194944,5367
